episode,total_reward
361,26.40499637929679
362,-24.015003696997155
363,16.694997294824134
364,-24.015003696997155
365,26.40499637929679
366,-26.745003239233483
367,16.694997294824134
368,-24.015003696997155
369,16.694997294824134
370,-24.015003696997155
371,16.694997294824134
372,-51.603029743750085
373,16.694997294824134
374,14.23999737111808
375,14.23999737111808
376,26.40499637929679
377,-24.015003696997155
378,2.320114719927915
379,2.4449970564055548
380,26.40499637929679
381,26.40499637929679
382,-28.363051783978335
383,2.4449970564055548
384,14.23999737111808
385,-26.745003239233483
386,26.40499637929679
387,-24.015003696997155
388,13.145613539279111
389,19.309041227393692
390,-26.745003239233483
391,2.4449970564055548
392,-24.015003696997155
393,-24.015003696997155
394,-26.745003239233483
395,16.694997294824134
396,-22.85417511827825
397,26.40499637929679
398,-24.015003696997155
399,14.23999737111808
400,14.23999737111808
